,contract,direction,order,symbol
720,"Stock(symbol='TYL', exchange='SMART', primaryExchange='NYSE', currency='USD')",SELL,"MarketOrder(orderId=728, clientId=10, action='SELL', account='DU2280941')",TYL
721,"Stock(symbol='UAA', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=729, clientId=10, action='BUY', account='DU2280941')",UAA
722,"Stock(symbol='UAL', exchange='SMART', primaryExchange='NASDAQ', currency='USD')",SELL,"MarketOrder(orderId=730, clientId=10, action='SELL', account='DU2280941')",UAL
723,"Stock(symbol='UBER', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=731, clientId=10, action='BUY', account='DU2280941')",UBER
724,"Stock(symbol='UBS', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=732, clientId=10, action='BUY', account='DU2280941')",UBS
725,"Stock(symbol='UDR', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=733, clientId=10, action='BUY', account='DU2280941')",UDR
726,"Stock(symbol='UGI', exchange='SMART', primaryExchange='NYSE', currency='USD')",SELL,"MarketOrder(orderId=734, clientId=10, action='SELL', account='DU2280941')",UGI
727,"Stock(symbol='UHS', exchange='SMART', primaryExchange='NYSE', currency='USD')",SELL,"MarketOrder(orderId=735, clientId=10, action='SELL', account='DU2280941')",UHS
728,"Stock(symbol='UMC', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=736, clientId=10, action='BUY', account='DU2280941')",UMC
729,"Stock(symbol='UPS', exchange='SMART', primaryExchange='NYSE', currency='USD')",SELL,"MarketOrder(orderId=737, clientId=10, action='SELL', account='DU2280941')",UPS
730,"Stock(symbol='URI', exchange='SMART', primaryExchange='NYSE', currency='USD')",SELL,"MarketOrder(orderId=738, clientId=10, action='SELL', account='DU2280941')",URI
731,"Stock(symbol='USB', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=739, clientId=10, action='BUY', account='DU2280941')",USB
732,"Stock(symbol='USFD', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=740, clientId=10, action='BUY', account='DU2280941')",USFD
733,"Stock(symbol='VALE', exchange='SMART', primaryExchange='NYSE', currency='USD')",SELL,"MarketOrder(orderId=741, clientId=10, action='SELL', account='DU2280941')",VALE
734,"Stock(symbol='VAR', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=742, clientId=10, action='BUY', account='DU2280941')",VAR
735,"Stock(symbol='VEDL', exchange='SMART', primaryExchange='NYSE', currency='USD')",SELL,"MarketOrder(orderId=743, clientId=10, action='SELL', account='DU2280941')",VEDL
736,"Stock(symbol='VEEV', exchange='SMART', primaryExchange='NYSE', currency='USD')",SELL,"MarketOrder(orderId=744, clientId=10, action='SELL', account='DU2280941')",VEEV
737,"Stock(symbol='VER', exchange='SMART', primaryExchange='NYSE', currency='USD')",SELL,"MarketOrder(orderId=745, clientId=10, action='SELL', account='DU2280941')",VER
738,"Stock(symbol='VFC', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=746, clientId=10, action='BUY', account='DU2280941')",VFC
739,"Stock(symbol='VIAC', exchange='SMART', primaryExchange='NASDAQ', currency='USD')",BUY,"MarketOrder(orderId=747, clientId=10, action='BUY', account='DU2280941')",VIAC
740,"Stock(symbol='VICI', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=748, clientId=10, action='BUY', account='DU2280941')",VICI
741,"Stock(symbol='VIPS', exchange='SMART', primaryExchange='NYSE', currency='USD')",SELL,"MarketOrder(orderId=749, clientId=10, action='SELL', account='DU2280941')",VIPS
742,"Stock(symbol='VIV', exchange='SMART', primaryExchange='NYSE', currency='USD')",SELL,"MarketOrder(orderId=750, clientId=10, action='SELL', account='DU2280941')",VIV
743,"Stock(symbol='VLO', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=751, clientId=10, action='BUY', account='DU2280941')",VLO
744,"Stock(symbol='VMC', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=752, clientId=10, action='BUY', account='DU2280941')",VMC
745,"Stock(symbol='VNO', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=753, clientId=10, action='BUY', account='DU2280941')",VNO
746,"Stock(symbol='VOD', exchange='SMART', primaryExchange='NASDAQ', currency='USD')",BUY,"MarketOrder(orderId=754, clientId=10, action='BUY', account='DU2280941')",VOD
747,"Stock(symbol='VOYA', exchange='SMART', primaryExchange='NYSE', currency='USD')",SELL,"MarketOrder(orderId=755, clientId=10, action='SELL', account='DU2280941')",VOYA
748,"Stock(symbol='VRSK', exchange='SMART', primaryExchange='NASDAQ', currency='USD')",BUY,"MarketOrder(orderId=756, clientId=10, action='BUY', account='DU2280941')",VRSK
749,"Stock(symbol='VRSN', exchange='SMART', primaryExchange='NASDAQ', currency='USD')",BUY,"MarketOrder(orderId=757, clientId=10, action='BUY', account='DU2280941')",VRSN
750,"Stock(symbol='VST', exchange='SMART', primaryExchange='NYSE', currency='USD')",SELL,"MarketOrder(orderId=758, clientId=10, action='SELL', account='DU2280941')",VST
751,"Stock(symbol='VZ', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=759, clientId=10, action='BUY', account='DU2280941')",VZ
752,"Stock(symbol='W', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=760, clientId=10, action='BUY', account='DU2280941')",W
753,"Stock(symbol='WAB', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=761, clientId=10, action='BUY', account='DU2280941')",WAB
754,"Stock(symbol='WAT', exchange='SMART', primaryExchange='NYSE', currency='USD')",SELL,"MarketOrder(orderId=762, clientId=10, action='SELL', account='DU2280941')",WAT
755,"Stock(symbol='WB', exchange='SMART', primaryExchange='NASDAQ', currency='USD')",BUY,"MarketOrder(orderId=763, clientId=10, action='BUY', account='DU2280941')",WB
756,"Stock(symbol='WBA', exchange='SMART', primaryExchange='NASDAQ', currency='USD')",BUY,"MarketOrder(orderId=764, clientId=10, action='BUY', account='DU2280941')",WBA
757,"Stock(symbol='WBK', exchange='SMART', primaryExchange='NYSE', currency='USD')",SELL,"MarketOrder(orderId=765, clientId=10, action='SELL', account='DU2280941')",WBK
758,"Stock(symbol='WCN', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=766, clientId=10, action='BUY', account='DU2280941')",WCN
759,"Stock(symbol='WDAY', exchange='SMART', primaryExchange='NASDAQ', currency='USD')",SELL,"MarketOrder(orderId=767, clientId=10, action='SELL', account='DU2280941')",WDAY
760,"Stock(symbol='WDC', exchange='SMART', primaryExchange='NASDAQ', currency='USD')",BUY,"MarketOrder(orderId=768, clientId=10, action='BUY', account='DU2280941')",WDC
761,"Stock(symbol='WEC', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=769, clientId=10, action='BUY', account='DU2280941')",WEC
762,"Stock(symbol='WELL', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=770, clientId=10, action='BUY', account='DU2280941')",WELL
763,"Stock(symbol='WES', exchange='SMART', primaryExchange='NYSE', currency='USD')",SELL,"MarketOrder(orderId=771, clientId=10, action='SELL', account='DU2280941')",WES
764,"Stock(symbol='WEX', exchange='SMART', primaryExchange='NYSE', currency='USD')",SELL,"MarketOrder(orderId=772, clientId=10, action='SELL', account='DU2280941')",WEX
765,"Stock(symbol='WF', exchange='SMART', primaryExchange='NYSE', currency='USD')",SELL,"MarketOrder(orderId=773, clientId=10, action='SELL', account='DU2280941')",WF
766,"Stock(symbol='WFC', exchange='SMART', primaryExchange='NYSE', currency='USD')",SELL,"MarketOrder(orderId=774, clientId=10, action='SELL', account='DU2280941')",WFC
767,"Stock(symbol='WHR', exchange='SMART', primaryExchange='NYSE', currency='USD')",SELL,"MarketOrder(orderId=775, clientId=10, action='SELL', account='DU2280941')",WHR
768,"Stock(symbol='WIT', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=776, clientId=10, action='BUY', account='DU2280941')",WIT
769,"Stock(symbol='WIX', exchange='SMART', primaryExchange='NASDAQ', currency='USD')",SELL,"MarketOrder(orderId=777, clientId=10, action='SELL', account='DU2280941')",WIX
770,"Stock(symbol='WLK', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=778, clientId=10, action='BUY', account='DU2280941')",WLK
771,"Stock(symbol='WLTW', exchange='SMART', primaryExchange='NASDAQ', currency='USD')",SELL,"MarketOrder(orderId=779, clientId=10, action='SELL', account='DU2280941')",WLTW
772,"Stock(symbol='WM', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=780, clientId=10, action='BUY', account='DU2280941')",WM
773,"Stock(symbol='WMB', exchange='SMART', primaryExchange='NYSE', currency='USD')",SELL,"MarketOrder(orderId=781, clientId=10, action='SELL', account='DU2280941')",WMB
774,"Stock(symbol='WORK', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=782, clientId=10, action='BUY', account='DU2280941')",WORK
775,"Stock(symbol='WPC', exchange='SMART', primaryExchange='NYSE', currency='USD')",SELL,"MarketOrder(orderId=783, clientId=10, action='SELL', account='DU2280941')",WPC
776,"Stock(symbol='WPM', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=784, clientId=10, action='BUY', account='DU2280941')",WPM
777,"Stock(symbol='WRK', exchange='SMART', primaryExchange='NYSE', currency='USD')",SELL,"MarketOrder(orderId=785, clientId=10, action='SELL', account='DU2280941')",WRK
778,"Stock(symbol='WU', exchange='SMART', primaryExchange='NYSE', currency='USD')",SELL,"MarketOrder(orderId=786, clientId=10, action='SELL', account='DU2280941')",WU
779,"Stock(symbol='WUBA', exchange='SMART', primaryExchange='NYSE', currency='USD')",SELL,"MarketOrder(orderId=787, clientId=10, action='SELL', account='DU2280941')",WUBA
780,"Stock(symbol='WWD', exchange='SMART', primaryExchange='NASDAQ', currency='USD')",BUY,"MarketOrder(orderId=788, clientId=10, action='BUY', account='DU2280941')",WWD
781,"Stock(symbol='WY', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=789, clientId=10, action='BUY', account='DU2280941')",WY
782,"Stock(symbol='WYNN', exchange='SMART', primaryExchange='NASDAQ', currency='USD')",BUY,"MarketOrder(orderId=790, clientId=10, action='BUY', account='DU2280941')",WYNN
783,"Stock(symbol='XEL', exchange='SMART', primaryExchange='NASDAQ', currency='USD')",SELL,"MarketOrder(orderId=791, clientId=10, action='SELL', account='DU2280941')",XEL
784,"Stock(symbol='XLNX', exchange='SMART', primaryExchange='NASDAQ', currency='USD')",BUY,"MarketOrder(orderId=792, clientId=10, action='BUY', account='DU2280941')",XLNX
785,"Stock(symbol='XOM', exchange='SMART', primaryExchange='NYSE', currency='USD')",SELL,"MarketOrder(orderId=793, clientId=10, action='SELL', account='DU2280941')",XOM
786,"Stock(symbol='XP', exchange='SMART', primaryExchange='NASDAQ', currency='USD')",SELL,"MarketOrder(orderId=794, clientId=10, action='SELL', account='DU2280941')",XP
787,"Stock(symbol='XPO', exchange='SMART', primaryExchange='NYSE', currency='USD')",SELL,"MarketOrder(orderId=795, clientId=10, action='SELL', account='DU2280941')",XPO
788,"Stock(symbol='XRAY', exchange='SMART', primaryExchange='NASDAQ', currency='USD')",BUY,"MarketOrder(orderId=796, clientId=10, action='BUY', account='DU2280941')",XRAY
789,"Stock(symbol='XRX', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=797, clientId=10, action='BUY', account='DU2280941')",XRX
790,"Stock(symbol='XYL', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=798, clientId=10, action='BUY', account='DU2280941')",XYL
791,"Stock(symbol='YNDX', exchange='SMART', primaryExchange='NASDAQ', currency='USD')",SELL,"MarketOrder(orderId=799, clientId=10, action='SELL', account='DU2280941')",YNDX
792,"Stock(symbol='YUM', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=800, clientId=10, action='BUY', account='DU2280941')",YUM
793,"Stock(symbol='YUMC', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=801, clientId=10, action='BUY', account='DU2280941')",YUMC
794,"Stock(symbol='Z', exchange='SMART', primaryExchange='NASDAQ', currency='USD')",BUY,"MarketOrder(orderId=802, clientId=10, action='BUY', account='DU2280941')",Z
795,"Stock(symbol='ZBH', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=803, clientId=10, action='BUY', account='DU2280941')",ZBH
796,"Stock(symbol='ZEN', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=804, clientId=10, action='BUY', account='DU2280941')",ZEN
797,"Stock(symbol='ZM', exchange='SMART', primaryExchange='NASDAQ', currency='USD')",SELL,"MarketOrder(orderId=805, clientId=10, action='SELL', account='DU2280941')",ZM
798,"Stock(symbol='ZNGA', exchange='SMART', primaryExchange='NASDAQ', currency='USD')",BUY,"MarketOrder(orderId=806, clientId=10, action='BUY', account='DU2280941')",ZNGA
799,"Stock(symbol='ZNH', exchange='SMART', primaryExchange='NYSE', currency='USD')",SELL,"MarketOrder(orderId=807, clientId=10, action='SELL', account='DU2280941')",ZNH
800,"Stock(symbol='ZS', exchange='SMART', primaryExchange='NASDAQ', currency='USD')",SELL,"MarketOrder(orderId=808, clientId=10, action='SELL', account='DU2280941')",ZS
801,"Stock(symbol='ZTO', exchange='SMART', primaryExchange='NYSE', currency='USD')",BUY,"MarketOrder(orderId=809, clientId=10, action='BUY', account='DU2280941')",ZTO
